Species,Class,Category,Habitat,PopTrend,Rep_AOO_km2,Rep_EOO_km2,Elev_lower,Elev_upper,ForestDependency,Unprotected_nPixels,PA_nPixels,IL_nPixels,PIA_nPixels,total_nPixels,fracPA,fracIL,fracPIA,fracUnPro,ThreatScore,Threat,fracIPL,percentHabitat_IPL
Pyrrhurus scandens,AVES,LC,Forest generalist,Stable,NA,7230000,NA,1500,Medium,1750080,297386,696509,67508,2811483,0.105775493,0.247737226,0.024011527,0.622475754,2,Not Threatened,0.271748753,40
Rhagologus leucostigma,AVES,LC,Forest important,Stable,NA,550000,1500,2550,Medium,58123,2934,15413,8306,84776,0.034608852,0.181808531,0.097975842,0.685606776,2,Not Threatened,0.279784373,40
Spinus spinus,AVES,LC,Forest generalist,Decreasing,NA,33300000,NA,NA,Medium,1737663,9419,161173,1496,1909751,0.004932057,0.084394772,7.83E-04,0.909889823,2,Not Threatened,0.08517812,20
Spelaeornis reptatus,AVES,LC,Forest generalist,Stable,NA,295000,1200,3000,High,19224,211,65384,6052,90871,0.002321973,0.719525481,0.066599905,0.211552641,2,Not Threatened,0.786125387,80
Pteruthius rufiventer,AVES,LC,Forest important,Decreasing,NA,1080000,1525,2650,High,22402,3310,72813,9032,107557,0.03077438,0.67697128,0.083974079,0.208280261,2,Not Threatened,0.760945359,80
Sarothrura pulchra,AVES,LC,Forest generalist,Decreasing,NA,8650000,NA,1600,High,3014580,413302,811059,120398,4359339,0.09480841,0.186050913,0.027618407,0.69152227,2,Not Threatened,0.21366932,40
Steatornis caripensis,AVES,LC,Forest generalist,Decreasing,NA,5830000,NA,3400,High,408250,146045,208250,273516,1036061,0.140961777,0.201001678,0.263996039,0.394040505,2,Not Threatened,0.464997717,60
Rhipidura drownei,AVES,LC,Forest important,Stable,NA,4200,NA,NA,High,2526,0,0,0,2526,0,0,0,1,2,Not Threatened,0,0
Spizaetus isidori,AVES,EN,Forest important,Decreasing,NA,4380000,1500,2800,High,105620,40902,18887,5389,170798,0.239475872,0.11058092,0.031551892,0.618391316,16,Threatened,0.142132812,20
Rhamphocharis crassirostris,AVES,LC,Forest important,Unknown,NA,213000,NA,NA,Medium,15059,1402,10121,15713,42295,0.033148126,0.239295425,0.371509635,0.356046814,2,Not Threatened,0.61080506,80
Pyrroglaux podargina,AVES,LC,Forest generalist,Stable,NA,1300,NA,NA,High,451,50,0,0,501,0.099800399,0,0,0.900199601,2,Not Threatened,0,0
Rukia ruki,AVES,EN,Forest generalist,Decreasing,4,50,NA,NA,High,40,0,0,0,40,0,0,0,1,16,Threatened,0,0
Spelaeornis troglodytoides,AVES,LC,Forest important,Decreasing,NA,1660000,1600,3500,High,142368,5386,113772,11090,272616,0.019756727,0.417334272,0.040679931,0.522229069,2,Not Threatened,0.458014203,60
Sylvia atricapilla,AVES,LC,Forest generalist,Increasing,NA,27800000,NA,2200,Medium,740979,109694,159844,14494,1025011,0.107017388,0.155943692,0.014140336,0.722898584,2,Not Threatened,0.170084028,20
Streptoprocne biscutata,AVES,LC,Forest generalist,Decreasing,NA,2950000,NA,2500,Medium,477838,88105,8697,7461,582101,0.151356895,0.014940706,0.012817363,0.820885035,2,Not Threatened,0.027758069,20
Rhynchocyclus fulvipectus,AVES,LC,Forest generalist,Stable,NA,2290000,750,2300,High,90601,26084,20866,2815,140366,0.185828477,0.148654233,0.020054714,0.645462576,2,Not Threatened,0.168708947,20
Pteruthius xanthochlorus,AVES,LC,Forest important,Decreasing,NA,4390000,NA,NA,High,478153,16079,520337,46969,1061538,0.015146891,0.490172749,0.044246179,0.450434181,2,Not Threatened,0.534418928,60
Stelgidillas gracilirostris,AVES,LC,Forest generalist,Stable,NA,7100000,NA,NA,Medium,3288535,434343,629943,124602,4477423,0.097007363,0.140693207,0.027828954,0.734470476,2,Not Threatened,0.168522161,20
Sasia abnormis,AVES,LC,Forest important,Stable,NA,4620000,NA,1370,High,367786,34102,366231,60729,828848,0.041143853,0.441855443,0.073269164,0.443731541,2,Not Threatened,0.515124607,60
Spizaetus ornatus,AVES,NT,Forest important,Decreasing,NA,20200000,NA,1800,High,3416009,1706485,1058387,1652113,7832994,0.217858586,0.135119087,0.210917179,0.436105147,4,Not Threatened,0.346036267,40
Rhipidura dryas,AVES,LC,Forest generalist,Decreasing,NA,4250000,NA,NA,Medium,441765,7698,17677,5349,472489,0.016292443,0.037412511,0.011320898,0.934974148,2,Not Threatened,0.04873341,20
Spermophaga poliogenys,AVES,LC,Forest important,Stable,NA,1080000,NA,NA,Medium,268176,48367,98970,17519,433032,0.111693824,0.228551239,0.040456594,0.619298343,2,Not Threatened,0.269007833,40
Querula purpurata,AVES,LC,Forest important,Decreasing,NA,8790000,NA,1050,High,2370697,1152747,617871,1110310,5251625,0.219502916,0.117653298,0.211422179,0.451421608,2,Not Threatened,0.329075477,40
Sylvia atriceps,AVES,LC,Forest generalist,Decreasing,NA,1470000,900,3000,High,34901,4797,29439,4824,73961,0.064858507,0.398034099,0.065223564,0.471883831,2,Not Threatened,0.463257663,60
Streptoprocne phelpsi,AVES,LC,Forest generalist,Decreasing,NA,310000,400,1400,Medium,12222,1017,20067,111793,145099,0.007009008,0.138298679,0.770460169,0.084232145,2,Not Threatened,0.908758847,99
Stephanoaetus coronatus,AVES,NT,Forest generalist,Decreasing,NA,21000000,NA,NA,High,6139900,598415,1000996,133473,7872784,0.076010595,0.127146382,0.016953723,0.7798893,4,Not Threatened,0.144100105,20
Sasia ochracea,AVES,LC,Forest generalist,Stable,NA,4450000,250,2600,High,154249,38473,712010,129820,1034552,0.037188078,0.688230268,0.125484268,0.149097387,2,Not Threatened,0.813714535,99
Spizaetus tyrannus,AVES,LC,Forest generalist,Decreasing,NA,17500000,NA,2000,Medium,3230425,1696947,830188,1630718,7388278,0.229680989,0.112365561,0.220716925,0.437236525,2,Not Threatened,0.333082486,40
Ptilinopus arcanus,AVES,CR,Forest important,Decreasing,NA,120,NA,1200,High,4,52,0,0,56,0.928571429,0,0,0.071428571,32,Threatened,0,0
Sylvia borin,AVES,LC,Forest generalist,Decreasing,NA,14700000,NA,2300,Medium,5309398,576073,1134531,137981,7157983,0.080479794,0.1584987,0.01927652,0.741744986,2,Not Threatened,0.17777522,20
Spermophaga ruficapilla,AVES,LC,Forest generalist,Stable,NA,2990000,NA,NA,Medium,490717,73662,82521,20824,667724,0.110318036,0.123585493,0.031186538,0.734909933,2,Not Threatened,0.154772032,20
Streptoprocne rutila,AVES,LC,Forest generalist,Decreasing,NA,10700000,800,2800,Medium,383333,119361,133123,21973,657790,0.181457608,0.202379179,0.033404278,0.582758935,2,Not Threatened,0.235783457,40
Rupicola peruvianus,AVES,LC,Forest generalist,Decreasing,NA,2610000,500,2400,High,127105,37566,23136,1872,189679,0.19805039,0.121974494,0.009869306,0.67010581,2,Not Threatened,0.131843799,20
Rhipidura euryura,AVES,LC,Forest important,Decreasing,NA,53400,900,2750,High,2711,1189,4269,1292,9461,0.125673819,0.451220801,0.136560617,0.286544763,2,Not Threatened,0.587781418,60
Rallicula forbesi,AVES,LC,Forest unimportant,Stable,NA,433000,1100,3000,High,107268,5714,18483,11289,142754,0.040026899,0.129474481,0.079080096,0.751418524,2,Not Threatened,0.208554576,40
Stephanophorus diadematus,AVES,LC,Forest generalist,Stable,NA,1380000,NA,2400,Medium,278254,30271,26512,5918,340955,0.088782977,0.077758062,0.017357129,0.816101832,2,Not Threatened,0.095115191,20
Saxicola gutturalis,AVES,NT,Forest generalist,Decreasing,NA,45000,NA,1200,Medium,9743,1997,163,0,11903,0.16777283,0.013694027,0,0.818533143,4,Not Threatened,0.013694027,20
Spizella passerina,AVES,LC,Forest generalist,Increasing,NA,9880000,NA,3800,Medium,758922,51941,126171,19426,956460,0.05430546,0.13191456,0.020310311,0.793469669,2,Not Threatened,0.152224871,20
Rhynchocyclus olivaceus,AVES,LC,Forest important,Stable,NA,6050000,NA,1000,High,981300,745104,131793,673254,2531451,0.294338701,0.052062236,0.26595577,0.387643292,2,Not Threatened,0.318018006,40
Sylvia dohrni,AVES,LC,Forest generalist,Stable,NA,200,NA,NA,Medium,97,75,0,0,172,0.436046512,0,0,0.563953488,2,Not Threatened,0,0
Streptoprocne semicollaris,AVES,LC,Forest generalist,Decreasing,NA,567000,NA,3600,Medium,101392,14059,49881,9494,174826,0.0804171,0.285317973,0.054305424,0.579959503,2,Not Threatened,0.339623397,40
Sphecotheres hypoleucus,AVES,LC,Forest generalist,Stable,NA,4000,NA,NA,Medium,1066,359,1423,242,3090,0.11618123,0.460517799,0.078317152,0.344983819,2,Not Threatened,0.538834951,60
Spizixos canifrons,AVES,LC,Forest generalist,Increasing,NA,1520000,1200,4000,Medium,120744,1425,219906,25148,367223,0.003880476,0.59883504,0.068481549,0.328802934,2,Not Threatened,0.66731659,80
Rallicula leucospila,AVES,NT,Forest important,Decreasing,NA,29300,1350,1850,High,0,70,1411,2517,3998,0.017508754,0.352926463,0.629564782,0,4,Not Threatened,0.982491246,99
Symposiachrus mundus,AVES,LC,Forest important,Stable,NA,34000,NA,NA,High,1681,44,2909,802,5436,0.008094187,0.53513613,0.147534952,0.309234731,2,Not Threatened,0.682671082,80
Stephanoxis lalandi,AVES,LC,Forest generalist,Unknown,NA,336000,0,900,Medium,38512,10434,22,401,49369,0.211347202,4.46E-04,0.008122506,0.780084669,2,Not Threatened,0.00856813,20
Rhipidura fuscorufa,AVES,NT,Forest important,Decreasing,NA,29700,NA,NA,High,1914,91,2875,814,5694,0.015981735,0.504917457,0.142957499,0.336143309,4,Not Threatened,0.647874956,80
Saxicola tectes,AVES,LC,Forest generalist,Stable,NA,2700,NA,NA,Medium,1090,1995,0,0,3085,0.646677472,0,0,0.353322528,2,Not Threatened,0,0
Sylvia lugens,AVES,LC,Forest generalist,Decreasing,NA,2460000,1400,3700,Medium,26038,7864,49572,9933,93407,0.084190692,0.53070969,0.106341067,0.278758551,2,Not Threatened,0.637050756,80
Streptoprocne zonaris,AVES,LC,Forest generalist,Decreasing,NA,25500000,NA,4350,Medium,2827177,810400,1085703,786890,5510170,0.147073502,0.197036208,0.142806846,0.513083444,2,Not Threatened,0.339843054,40
Sphecotheres vieilloti,AVES,LC,Forest generalist,Stable,NA,6550000,NA,500,Medium,127886,3735,14474,5413,151508,0.024652164,0.095532909,0.035727486,0.844087441,2,Not Threatened,0.131260395,20
Rupicola rupicola,AVES,LC,Forest important,Stable,NA,2320000,NA,2000,High,550652,437692,380462,724491,2093297,0.209092164,0.181752518,0.346100434,0.263054884,2,Not Threatened,0.527852952,60
Spizixos semitorques,AVES,LC,Forest generalist,Stable,NA,2820000,NA,NA,Medium,2416384,11712,607703,4268,3040067,0.003852547,0.199897897,0.001403916,0.79484564,2,Not Threatened,0.201301813,40
Symposiachrus rubiensis,AVES,LC,Forest important,Stable,NA,670000,NA,NA,High,188158,23199,90582,20185,322124,0.07201885,0.28120227,0.062662205,0.584116676,2,Not Threatened,0.343864475,40
Rhipidura hoedti,AVES,LC,Forest generalist,Stable,NA,18400,NA,NA,Medium,1004,0,236,0,1240,0,0.190322581,0,0.809677419,2,Not Threatened,0.190322581,20
Stephanoxis loddigesii,AVES,LC,Forest generalist,Unknown,NA,893000,0,900,Medium,200371,29344,27146,7417,264278,0.111034592,0.102717593,0.028065144,0.758182671,2,Not Threatened,0.130782736,20
Rallicula mayri,AVES,LC,Forest important,Stable,NA,22900,1100,2100,High,159,66,0,0,225,0.293333333,0,0,0.706666667,2,Not Threatened,0,0
Sayornis phoebe,AVES,LC,Forest generalist,Increasing,NA,4950000,NA,2500,Medium,352335,24350,22716,2789,402190,0.060543524,0.056480768,0.006934533,0.876041175,2,Not Threatened,0.063415301,20
Sylvia nigricapillus,AVES,VU,Forest generalist,Decreasing,NA,337000,750,1825,Medium,11304,3,0,0,11307,2.65E-04,0,0,0.999734678,8,Threatened,0,0
Stresemannia bougainvillei,AVES,LC,Forest important,Unknown,1800,4300,NA,NA,High,2633,0,0,0,2633,0,0,0,1,2,Not Threatened,0,0
Rhynchocyclus pacificus,AVES,LC,Forest important,Stable,NA,168000,NA,1100,High,78355,7163,18598,770,104886,0.068293195,0.177316324,0.007341304,0.747049177,2,Not Threatened,0.184657628,20
Sphecotheres viridis,AVES,LC,Forest generalist,Decreasing,1600,43500,NA,160,Medium,1623,455,11,0,2089,0.217807563,0.005265677,0,0.776926759,2,Not Threatened,0.005265677,20
Symposiachrus sacerdotum,AVES,EN,Forest important,Decreasing,NA,1100,350,1000,High,157,0,377,0,534,0,0.705992509,0,0.294007491,16,Threatened,0.705992509,80
Spodiornis rusticus,AVES,LC,Forest generalist,Decreasing,NA,8040000,1200,2500,Medium,122495,35318,40264,10184,208261,0.16958528,0.193334326,0.048900178,0.588180216,2,Not Threatened,0.242234504,40
Rhipidura hyperythra,AVES,LC,Forest important,Stable,NA,1220000,NA,NA,High,339769,13517,166366,37873,557525,0.024244653,0.298400969,0.067930586,0.609423793,2,Not Threatened,0.366331555,40
Sternoclyta cyanopectus,AVES,LC,Forest generalist,Unknown,NA,117000,700,2000,High,6025,6758,218,44,13045,0.518052894,0.016711384,0.00337294,0.461862783,2,Not Threatened,0.020084323,20
Sylvia nisoria,AVES,LC,Forest generalist,Stable,NA,791000,NA,NA,Medium,2040101,21806,718607,18175,2798689,0.007791505,0.256765578,0.006494112,0.728948804,2,Not Threatened,0.263259691,40
Rallicula rubra,AVES,LC,Forest important,Stable,NA,249000,1500,3050,High,40523,3354,18824,9809,72510,0.046255689,0.259605572,0.135277893,0.558860847,2,Not Threatened,0.394883464,40
Scenopoeetes dentirostris,AVES,LC,Forest generalist,Stable,NA,31300,500,900,Medium,441,841,292,1713,3287,0.255856404,0.088834804,0.5211439,0.134164892,2,Not Threatened,0.609978704,80
Strix aluco,AVES,LC,Forest generalist,Stable,NA,23300000,0,2350,Medium,7619,97,2009,2,9727,0.009972242,0.206538501,2.06E-04,0.783283643,2,Not Threatened,0.206744114,40
Sphenopsis frontalis,AVES,LC,Forest important,Decreasing,NA,2810000,1300,2900,Medium,73225,20556,10658,3184,107623,0.191000065,0.099030876,0.029584754,0.680384304,2,Not Threatened,0.12861563,20
Symposiachrus trivirgatus,AVES,LC,Forest generalist,Stable,NA,5220000,NA,1200,Medium,197531,12672,46416,15104,271723,0.046635728,0.17082102,0.05558602,0.726957232,2,Not Threatened,0.22640704,40
Sporophila falcirostris,AVES,VU,Forest important,Decreasing,NA,1200000,NA,1200,Medium,60978,30889,14525,3882,110274,0.280111359,0.131717359,0.035203221,0.552968061,8,Threatened,0.16692058,20
Sylvietta chapini,AVES,CR,Forest generalist,Decreasing,NA,4400,NA,NA,Medium,4448,10,554,0,5012,0.001995211,0.110534717,0,0.887470072,32,Threatened,0.110534717,20
Rhipidura isura,AVES,LC,Forest generalist,Stable,NA,6440000,NA,NA,Medium,1605303,42359,289455,64740,2001857,0.021159853,0.144593245,0.032339972,0.801906929,2,Not Threatened,0.176933218,20
Sakesphorus canadensis,AVES,LC,Forest generalist,Decreasing,NA,3450000,NA,900,Medium,508345,180270,186375,367157,1242147,0.145127751,0.150042628,0.295582568,0.409247054,2,Not Threatened,0.445625196,60
Strix chacoensis,AVES,NT,Forest generalist,Decreasing,NA,883000,NA,NA,Medium,855434,10052,95027,278,960791,0.010462213,0.098904965,2.89E-04,0.890343477,4,Not Threatened,0.09919431,20
Sterrhoptilus capitalis,AVES,LC,Forest important,Decreasing,NA,158000,NA,1100,High,20755,1641,9212,869,32477,0.050528066,0.283646889,0.026757398,0.639067648,2,Not Threatened,0.310404286,40
Scepomycter winifredae,AVES,VU,Forest important,Decreasing,1600,28300,1300,2430,High,2497,1493,3,0,3993,0.373904333,7.51E-04,0,0.625344353,8,Threatened,7.51E-04,20
Rallina canningi,AVES,LC,Forest generalist,Decreasing,NA,14300,NA,700,Medium,5652,144,0,0,5796,0.02484472,0,0,0.97515528,2,Not Threatened,0,0
Sphenopsis melanotis,AVES,LC,Forest important,Stable,NA,2390000,1700,2500,Medium,36804,11677,5100,825,54406,0.214627063,0.093739661,0.015163769,0.676469507,2,Not Threatened,0.10890343,20
Symposiachrus verticalis,AVES,LC,Forest generalist,Stable,NA,161000,NA,NA,Medium,50457,324,0,0,50781,0.006380339,0,0,0.993619661,2,Not Threatened,0,0
Sporophila frontalis,AVES,VU,Forest important,Decreasing,NA,1040000,NA,1500,Medium,106633,39490,11971,4136,162230,0.243419836,0.073790298,0.025494668,0.657295198,8,Threatened,0.099284966,20
Rhynchopsitta pachyrhyncha,AVES,EN,Forest unimportant,Decreasing,NA,67100,2000,2700,High,23384,3025,6658,1635,34702,0.087170768,0.191862141,0.04711544,0.673851651,16,Threatened,0.238977581,40
Sylvietta denti,AVES,LC,Forest generalist,Stable,NA,5730000,NA,NA,Medium,858182,246995,165736,57805,1328718,0.185889707,0.124733766,0.04350434,0.645872187,2,Not Threatened,0.168238106,20
Strix fulvescens,AVES,LC,Forest important,Decreasing,NA,194000,1200,3100,High,11450,5086,28581,4490,49607,0.102525853,0.576148527,0.09051142,0.2308142,2,Not Threatened,0.666659947,80
Rhipidura javanica,AVES,LC,Forest generalist,Stable,NA,5960000,NA,NA,Medium,1223433,63090,549292,65734,1901549,0.033178214,0.288865551,0.03456866,0.643387575,2,Not Threatened,0.323434211,40
Sterrhoptilus dennistouni,AVES,NT,Forest important,Decreasing,NA,50200,NA,1150,Medium,8511,5178,1866,1825,17380,0.297928654,0.107364787,0.105005754,0.489700806,4,Not Threatened,0.212370541,40
Syndactyla dimidiata,AVES,LC,Forest important,Decreasing,NA,1840000,NA,1200,High,324108,14210,1936,919,341173,0.041650424,0.00567454,0.002693648,0.949981388,2,Not Threatened,0.008368189,20
Schetba rufa,AVES,LC,Forest important,Unknown,NA,646000,NA,NA,High,476562,29637,0,0,506199,0.05854812,0,0,0.94145188,2,Not Threatened,0,0
Rallina eurizonoides,AVES,LC,Forest generalist,Decreasing,NA,19200000,NA,1600,Medium,751630,131631,907824,199756,1990841,0.066118289,0.456000253,0.100337496,0.377543963,2,Not Threatened,0.556337749,60
Symposiachrus vidua,AVES,LC,Forest important,Stable,NA,4900,NA,NA,High,3716,0,0,0,3716,0,0,0,1,2,Not Threatened,0,0
Sporophila funerea,AVES,LC,Forest important,Increasing,NA,3180000,NA,1100,Medium,280319,72320,88920,45890,487449,0.148364239,0.182419084,0.094143182,0.575073495,2,Not Threatened,0.276562266,40
Sylvietta leucophrys,AVES,LC,Forest generalist,Stable,NA,614000,1290,2500,Medium,26316,4402,9695,4414,44827,0.098199746,0.216275905,0.098467441,0.587056908,2,Not Threatened,0.314743347,40
Sphenopsis ochracea,AVES,LC,Forest important,Stable,NA,19800,1700,2500,Medium,784,0,0,0,784,0,0,0,1,2,Not Threatened,0,0
Strix hylophila,AVES,NT,Forest generalist,Decreasing,NA,1100000,NA,1000,Medium,230653,40411,25731,7884,304679,0.132634675,0.084452818,0.025876414,0.757036094,4,Not Threatened,0.110329232,20
Rhipidura kordensis,AVES,LC,Forest generalist,Stable,2100,6100,NA,NA,Medium,1703,300,631,239,2873,0.104420466,0.219631048,0.083188305,0.592760181,2,Not Threatened,0.302819353,40
Sterrhoptilus nigrocapitatus,AVES,LC,Forest important,Decreasing,NA,174000,NA,NA,High,26618,8663,1648,1237,38166,0.226982131,0.043179794,0.032411046,0.697427029,2,Not Threatened,0.07559084,20
Sakesphorus cristatus,AVES,LC,Forest generalist,Decreasing,NA,1230000,NA,1100,Medium,285792,30938,210,1168,318108,0.097256278,6.60E-04,0.003671709,0.89841186,2,Not Threatened,0.004331862,20
Syndactyla guttulata,AVES,LC,Forest important,Stable,NA,40100,900,2100,High,1096,3181,0,0,4277,0.743745616,0,0,0.256254384,2,Not Threatened,0,0
Schiffornis aenea,AVES,LC,Forest important,Decreasing,NA,53000,NA,NA,High,22728,10438,15877,1219,50262,0.2076718,0.315884764,0.024252915,0.452190522,2,Not Threatened,0.340137679,40
Synallaxis albilora,AVES,LC,Forest generalist,Stable,NA,274000,NA,1000,Medium,94567,2356,0,1,96924,0.024307705,0,1.03E-05,0.975681978,2,Not Threatened,1.03E-05,20
Sylvietta virens,AVES,LC,Forest generalist,Stable,NA,9330000,NA,NA,Medium,3311598,398821,561373,130798,4402590,0.090587813,0.127509716,0.02970933,0.752193141,2,Not Threatened,0.157219046,20
Rallina tricolor,AVES,LC,Forest generalist,Unknown,NA,3720000,NA,1370,Medium,489113,35821,206541,56565,788040,0.045455814,0.262094564,0.071779351,0.620670271,2,Not Threatened,0.333873915,40
Sporophila schistacea,AVES,LC,Forest generalist,Decreasing,NA,9600000,NA,1500,Medium,587277,299568,210437,299197,1396479,0.214516652,0.150691131,0.214250984,0.420541233,2,Not Threatened,0.364942115,40
Sphenopsis piurae,AVES,LC,Forest important,Unknown,NA,20100,1700,2500,Medium,1552,30,521,64,2167,0.013844024,0.24042455,0.029533918,0.716197508,2,Not Threatened,0.269958468,40
Strix leptogrammica,AVES,LC,Forest unimportant,Decreasing,NA,18000000,750,2500,High,336988,36161,636372,105610,1115131,0.03242758,0.570670172,0.094706362,0.302195886,2,Not Threatened,0.665376534,80
Rhipidura kubaryi,AVES,LC,Forest generalist,Stable,NA,480,NA,NA,Medium,426,0,0,0,426,0,0,0,1,2,Not Threatened,0,0
Rhynchopsitta terrisi,AVES,EN,Forest important,Decreasing,NA,1900,2000,3500,High,2206,1498,36,272,4012,0.37337986,0.008973081,0.06779661,0.549850449,16,Threatened,0.076769691,20
